餐廳名稱,Google Map地址,評分,評論1,評論2,評論3,評論4,評論5,Google Map網址
陶板屋 台北重慶南店,100台灣臺北市中正區重慶南路一段58號2樓,4.5,"[Usada Klinbhiboon] (2分, a month ago): The dining experience here is quite baffling. They offer a coursed meal that doesn't fit the cuisine at all. Although the staff are attentive and the prices are budget-friendly, the ingredient quality is disappointing and reminds me of a fast-food chain. It seems the high volume of positive Google reviews is driven by the restaurant's request for feedback rather than the actual food quality.","[Bylur Xu] (5分, a year ago): Lovely place to be at to catch up with friends as the restaurant offers a choice of 7-course meals to keep both your mouth and tummy busy at work.

I took on the NT668 set and the ordering itself took the staff a good 10-15mins to confirm all our orders.

The dishes were meticulously prepared and well presented to us but the staff team was pretty much short-handed during the evening’s full seating.

Would recommend this place for persons who wants a good place for long conversions and good food.","[Leticia Dubas] (5分, 3 weeks ago): The food was great and service excellent.","[Stephen Chin] (1分, 2 months ago): We booked a lunch with friends and despite promising us they could cook a meal taking care of gluten and allergies, they were unable to do this. Most of the set meal could not be eaten once we checked sauces. They also have no ability to modify the food since most is precooked. Finally, after a lot of conversation in Chinese they messed up and brought out a suspicious looking brown sauce with our steak, which of course contained wheat once we asked. If you are celiac or gluten intolerant don't eat here.","[Kimii. Hayashi] (5分, 8 years ago): I was invited to have lunch there as a reunion with an old friend. I thought it would just be a slightly fancy Taiwanese-Japanese meal. Turned out it was a 7 courses meal upon tight scheduled reservation, and the serving following each course is super fast unless you asked them to slow down. Each course is highly unique and super creative.! Even with seemingly small portion, I was so full!",https://maps.google.com/?cid=12101248103797701241&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
御景日本料理,"2之4號, No. 2之4號林森南路中正區臺北市台灣 100",4.5,"[annie chen] (5分, a year ago): We came here couple years ago and have always wanted to visit again. This time my husband was feeling well, the server offered to him some modified dishes. We ordered two sets of the food. The presentation and the taste of each dish were great. Again, we loved it and enjoyed the atmosphere in the restaurant. Servers were attentive.","[Dave Ong] (5分, 4 months ago): Recommend to take the omakase it is value for money and very excellent chief","[Jack Chou] (5分, 2 months ago): Have been to the restaurant many times. The sea food was terrific, great sushi and difference set meal. The shef is really good at cooking for amazing food. most important !! The prices are reasonable. Recommend to enjoy.^^

Coming again and feeling as usual, so good of the delicious food , grateful service.

so wonderful food

perfect Restaurant！！！","[G H] (3分, 2 years ago): 3rd visit, and we found that it's not good for value. Sukiyaki set as you see in the photo is $610 after tax, with about 5 pieces of beef.","[CD] (3分, 8 years ago): I expected a bit more for the price.  The Japanese salad was 280 NTD and it was pretty basic and not too big.

The tuna sushi was excellent as was the squid and shrimp.

The avocado roll was just below average.  The roe on the rice was smashed into the rice and disappeared.   The avocado had no flavor.  Perhaps the fruit wasnt ripe or in season - if that is the case it shouldn't be available on the menu.

Service was good and the sake was nice.

I probably won't come back as there are many other choices for this type of cuisine in Taipei.",https://maps.google.com/?cid=7205741866294074189&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
姥姥酸菜魚 微風北車店,100台灣臺北市中正區北平西路3號2樓,4.2,"[Lau Guan Zhen (Sean)] (5分, 12 months ago): If you’re a fan of sour fish stew (酸菜魚), Laolao SuanCaiYu is a must-visit! The broth is deliciously tangy and full of flavors, with just the right balance of sourness and spice. The fish is tender and fresh, perfectly complementing the pickled cabbage.

The restaurant offers a comfortable, modern atmosphere with quick and friendly service. Portions are generous, and the prices are reasonable for the quality and taste. They also have a variety of side dishes and appetizers to pair with the main dish.

A great spot for anyone craving a hearty, flavorful meal in the heart of Taipei. Highly recommend giving it a try!","[EightNine (EightNine)] (5分, a year ago): The sour fish soup and side dishes (especially the fried pork) were all delicious. We preferred the non-spicy version to the spicy version.

You can help yourself to dry ingredients like hibiscus flowers, orange peels and dried plums to steep your own hot tea, which was very special.","[Vortrox92LG] (5分, a year ago): I had a Suan Cai Yu individual set meal (Boiled Fish with Pickled Cabbage and Chilli) that typically included a bowl of rice, 3 side dishes, and a dessert which was grass jelly. However, you could replace something with another thing in the digital menu. For instance, I substitute the side dishes with an extra dessert, so the set meal became with a bowl of rice and 2 grass jelly. Besides, you were also able to adjust the spiciness or add extra sourness to your Suai Cai Yu. The broth with extra sourness was even more sour than the lemonade in my opinion.

The boiled fish had amazing texture and the portion was greater than others. The rice went so well with the fish and the broth in a bite.
The meat ball and the pork slice in the soup were tender and delicious. Furthermore, the wide bean noodles in the broth had always been my favourite things in Suai Cai Yu. The smooth and flexible texture with spicy taste was the best.

The delectable Grass Jelly was definitely a great calm after the sour and spicy meal.

The Winter Melon Punch with Chrysanthemum wasn’t as sweet as it usually was, but the taste was still good.

Last but not least, the service and the food were excellent, and the price was moderate.
Overall I would give it a 9.5 out of 10!

FYI, you self serve the water near the kitchen and place your order with the QR code.","[Percy Cheung] (4分, a year ago): Been here a couple times, the service is sometimes good sometimes so so. We usually have to order extra spicy sauce with the sauerkraut fish. Food quality is pretty consistent. I like the make your own drink station they have.","[J.David Hwang] (4分, a year ago): It’s a restaurant soecialising the  popular sour pickle fish soup.  It’s quite tasty but a little too sour for me to fully enjoy the soup itself.  It’s delicious to go with with rice.   The price is above average but business is great!",https://maps.google.com/?cid=13673901011873390349&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
忠青商行,100台灣臺北市中正區青島東路6-1號,4,"[Ally Virlynn] (5分, 2 months ago): The shrimp rice bowls (both with and without the soft shell crabs) were absolutely delicious! There was no fishy smell. The sauce was perfect! All the sunny side up eggs were cooked to perfection as well. The vegetables were a tad bland but it was still acceptable to me. The free brown sugar red date wolfberry hot tea tasted so good.

The lady serving us was friendly and accommodating. All the food items were served pretty fast too although it is stated in the menu that the soft shell crab shrimp bowl might take some time as the crabs are deep fried after order is taken. The soft shell crabs were very crispy as well. Basically, everyone in my family loves the food so much.

Recommended to try out! We will definitely visit again the next time we are in Taipei.","[Juztin Png] (3分, a year ago): was recommended by a local friend to check out 忠青商行 in Taipei, so I went with a group of friends. When we arrived, we were told there would be a wait, which was fine, but I must say, their table management needs improvement. We waited around 40 minutes for a table of four, and despite the restaurant being full, they kept calling in tables for two from the queue, rather than combining tables to seat slightly larger groups.

The staff seemed overwhelmed, with three or four people on the floor managing mobile orders, yet they still couldn’t keep up with food delivery and table turnover. This led to longer waiting times and showed a clear need for better organization.

Payment was another issue. Their app lets you select cash or credit card, but we found that not all credit cards, especially foreign ones, are accepted. Additionally, they only offer local Taiwan payment apps, which tourists can’t use, and they don’t have a POS machine for physical credit cards. This made payment frustratingly inconvenient for us as tourists.

The food itself was good, but we were disappointed to find that many of their signature dishes were sold out by 12:30 pm, even though they open at 11 am. If these dishes are popular, it would make sense to prepare more.

Overall, while I’d recommend trying their food, be prepared with cash if you're a tourist, expect a wait if you’re in a larger group, and have alternative dishes in mind just in case they run out.","[Darren] (4分, a year ago): Went to the branch store located at Taipei HSR Station, where you have to order as a set. Got the Shrimp Rice w/ sausage and egg, as well as the Dry Noodles w/ Chilli Peppers and Minced Pork. The shrimp, sausage, and egg yolk made for an intense flavour bomb, but it quickly became too saucy and surfeiting at the end. the portion was just decent, but this was a good thing as my partner lost her appetite for the bowl about three-quarters in. The noodles faired better, but while it was tasty in all honesty it's just noodles with minced meat. The sides included in the set were alright - the worse were the tasteless veges and the best was the soup that had a very strong shellfish taste.

Overall, our meal came up to 631NTD. A good option if you wanted to try the Michelin Bib Gourmand Shrimp Rice dish but do not fancy joining the long queue at the main store. Personally, go for it if you want to try, but the meal wasn't that great that I would return (to neither this branch or the main).","[Art Yuji] (4分, 6 months ago): This was my first experience at a traditional Taiwanese restaurant. The dish was topped with smoked pork, rice, and braised cabbage. I ordered a rich chicken soup, and side dishes of braised cabbage and braised radish. Payment was possible with Line Pay, so ordering and payment could be completed from the table. It was smooth. The service was good. There's also no lunch break, so it's easy to just drop in. There's seating in the middle that can accommodate 24 people, and takeaway and delivery","[Natalie Betricia] (4分, 6 months ago): The food was nice, but the shrimp rice was a bit on the sweet side.  The chicken was yum! The staff were great. However, it is really crowded.",https://maps.google.com/?cid=13811163373670155241&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
JUNTO 同,"Floor 2, No. 22館前路中正區臺北市台灣 100",4.6,"[Hannah Chiang] (5分, 3 months ago): Had an amazing lunch at Junto. Service was impeccable. Food was delicious and thoughtfully prepared. Each dish comes with a theme/story and combines fresh ingredients, chef’s creativity, and artful presentation.

The staff takes great care to make sure you are comfortable and explains the ingredients and stories behind each dish. It makes for a very enjoyable dining experience and we cannot wait to return to try the dinner menu which will showcase more entrees vs dim sum bites and therefore a whole different set of cooking skills according to the exceptional maître d’ Terry who warmly welcomes each guest.

We really feel like we were treated so well during our visit. See you soon!","[Kamlesh Chhetty] (5分, 3 months ago): ​We visited Junto on December 1st, 2025, and overall had a very pleasant experience. The culinary creativity on display was definitely the highlight. The restaurant offers a set menu with truly great creativity, presenting a sophisticated and modern take on Cantonese cuisine. The servers were consistently attentive throughout the meal, which contributed to a comfortable dining atmosphere.
​It is worth noting that the restaurant offers a smaller selection of dishes for lunch compared to dinner. More notably, there were a few minor service points that kept it from being a perfect experience. The staff did not proactively inquire about our beverage preferences; we had to ask to see the wine/drinks menu ourselves. Similarly, we were not informed about the additional options or possibilities to upgrade certain dishes on the menu, which felt like a missed opportunity to enhance the meal.
​While I highly recommend booking in advance and experiencing the cuisine, I would advise keeping your expectations slightly below the highest tier you might have for a Michelin-recommended establishment. The food is excellent, but the service details could be refined to match the quality of the kitchen.","[Michael Choi] (4分, 2 months ago): Visit Junto today for lunch with 3 of my friends. We ordered the lunch tasting menu and added the extra  Lava Sesame Ball for dessert and ordered the Gin with dried Tangerine peel. (The drink is very tasty.)

In general, it is a solid meal for the price. However personally I think there are room for improvement, especially as a recognised Michelin mentionee restaurant.

Today's Lunch:

Radiant Blend Juice - refreshing and a good start for the meal.

Crispy Sweet Potato and Taro Seafood bites - for serving, the waitress poured sauce lightly onto the crisps, it provided an acidity and sweet flavour to lighten the fried potato and taro, however maybe the strips are too thin and short, the sauce struggles to cling into the fries, and lots of the sauce landed on the plate.

Untold Secret Jelly Cube - This is a pork dish and is one of their signature dish, the seasoning is very nice on the surface if the meat, but didn't fully penatrate into the middle, so the middle of the meat is a little blend.

Seafood Dumpling and Steamed Egg with aged Tangerine Peel Gin - a very light and nice dish. Before serving the Tangerine Gin is lightly sprayed on to the dish, the steamed egg is smooth and silky, the dumpling skin in tender and filling is complex, but I failed to feel the connection between the gin spray and the overall dish.

Crispy Roll stuffed with Porcini Chicken - I felt the roll mimicking the 蘿蔔絲酥餅, the taste of the stuffing is good, however within the 4 pieces, 2 of the pieces are slight burnt at the bottom.

Mustard Cheese Glutinous Rice Dumpling - mimicking the 鹹水角 it is presented with a Van Gogh painting, but the dumpling is not rested enough and it's burning to the lips. However the subtle cheese is beautiful.

Chef's signature Char-Siu with Mountain Pepper Oil -  this is another signature dish, and the same as the Jelly Cube, the sauce have different layer of taste but is not too sweet, but like the Jelly Cube, the middle of the meat lacks penetration and it depends on the sauce to give it taste. Personally the Char-Siu can slice a little thicker like traditional Char-Siu.

Imitation Shark Fin Soup - This is one of the best 碗仔翅 I have tried, the ingredients are slices thinly and the soup temperature is just right.

Salt and Pepper Fried Shrimp - the shrimp is fried just right, but seasoning is a little on the soft side.

This is the forth deep fried dish already and at this point we felt it's one too many deep fried dishes.

Stir Fried Chicken with Dahingpoa Pepper - This is the only dish that I can say I don't fully understand. The chicken is blend (I can taste pepper oil and chilli) but then the taste is not strong (or is it suppose to be so subtle?) The deep fried green garish on our plate is like 川椒雞 but are not consistent and not crispy enough and it soft on presentation.

Thick noodles in Abalone Ginger and Scallion Sauce - The noddles are tender and nicely cooked, the sauce is coated evenly on the noodles. Simple and nice dish.

Ginger Milk Pudding with Caramel Crunch - After the heavy meal (10 courses), this is very refreshing, smooth and tasty. With the caramel it's already very nice, adding the caramel added an extra layer of taste.

Lava Sesame Ball - when it arrives and we open it, lava already solidified, however it taste beautiful.

Just a couple of points on presentation (1) Suggest all use table cloth because the wood table cloth is all scratched, (2) provide more sharing chopsticks, there is only 1 pair for us to start with to share among us 4.

The waiter and waitress are friendly and explained the dish well.

Just some personal feeling and comments, as I said solid menu and I will definitely go again and try the dinner menu, which looks appealing also.","[chloe dennis] (5分, 2 months ago): Worth the travel for miles! The tasting menu shows meticulous thought in its design across each course, with every dish expertly crafted to highlight both flavors and presentation. The crew displays an amiable attitude, adding to the overall enjoyment of the dining experience. Each table is illuminated by a spotlight directed at its center, enhancing the atmosphere and highlighting the meticulous care with which guests can capture their dining experiences, or, capture the food. My personal favorites are watercress soup, crispy taro and egg white dumplings. Highly recommended! Do remember to make reservation.","[Chi Pham] (5分, 3 months ago): Had my birthday dinner here and it definitely didn’t disappoint! We went for the 15-course tasting menu, which took about 2.5 hours and was full of creativity and surprises. Every dish was beautifully presented, and the staff explained each course with care. I especially loved the jelly cube - I still remember how the flavors burst in my mouth - and the crispy sweet potato and taro seafood bites, which was fried but not oily at all, just perfectly crispy and fun to eat. Thank you also for the birthday cake ^^",https://maps.google.com/?cid=9556794287031941535&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
擂銗餐廳,103台灣臺北市大同區長安西路57號,4.8,"[Valerie Adams] (5分, 2 weeks ago): Absolutely delicious! I ordered the hot and sour noodles and the shrimp tempura. Everything was cooked perfectly and came out quickly! The staff are extremely friendly as well. I’ll definitely be back!","[Real honest reviews] (4分, 2 months ago): We came around 1:40 p.m. for lunch and waited about 5–10 minutes. The place was packed with tourists, which made sense given how close it is to the main train station. We ordered four different kinds of shumai along with a wonton soup. The wonton soup was a miss. The classic/original shumai, though, was really good, especially with the chili sauce. While it seemed like the shumai were pre-made or frozen rather than made in-house, they were still quite tasty. Our second favorites were the black truffle shumai and the shrimp dumplings (although the wrapper was too soft and not the right texture). I wouldn’t order the spicy shumai again, as it wasn’t my favorite.","[Swee Ping Lim] (4分, 3 months ago): I had a wonderful experience at Lei Hou Restaurant! 🤩 The food, especially those delicious dumplings, was simply amazing. 🥟 The service was top-notch, always attentive and friendly. 🥰 While the atmosphere was good, the incredible food and service truly made my visit memorable! ✨","[Sean Seah] (4分, 2 months ago): The Siu Mai rocks. Glutinous rice was good but the Har Kow was a little dry. The skin is just a tad thick. Service and great with a quiet env.","[Lebao Yaj] (5分, 3 months ago): It was great, the best I've had outside of America so far. There shrimp rolls were good too. Definitely try it out. I wish they had regular pork dumplings though",https://maps.google.com/?cid=15573743676029884359&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
漁陶屋 日式料理,103台灣臺北市大同區承德路三段206之1號,4.4,"[M. Eren Akbıyık] (5分, 3 months ago): I cannot overstate how fantastic of a lunch this was.

Flavorful and fantastic lobster roll, smoked salmon, as well as a deeply enjoyable clam soup. Great idea with the tahini/katsuyobushi broccoli salad.

However, the fish (threadfin) was truly exceptional, and one of the best fish cookery I have ever seen, well executed ichiyaboshi combined with a perfect cooking and a blowtorch finish that made the whole fish basically into creme brulee.

Worth changing your way to drop by here, have a lunch with some sake.","[TST] (3分, 2 years ago): We ate here in 2020 and really enjoyed the food. We came on this trip for the fish which was grilled perfectly and was really fresh. It was the service that didn't sit right with us. The lady was unfriendly when we asked about the fish we wanted. Maybe they were having a bad day. Hopefully when we come by the next time they can be more personable.","[Jessica Kan] (4分, 2 years ago): The restaurant is a very japanese style bistro. There are many fried things you can choose, but we are in a rush, so we ordered a Hokkaido pork bone ramen and a sashimi rice bowl. The soup of the ramen was really fresh and flavorful and the sashimi was really good 👍, hopefully we can have more time to enjoy the meals next time.","[Kane] (2分, a year ago): The sushi is underwhelming and the prices are higher than in other, much better Japanese restaurants. We tried a few other dishes including the prawn sushi, which was mostly rice. We also tried the egg tofu which was tasteless. The salmon sushi was okay.

The staff weren’t so friendly, however, I think I would struggle to be friendly if I was serving subpar food all day.","[Big Ben] (2分, 4 years ago): average and overrated. A place for filling up your hunger, ok. An awesome one… not quite so, in my opinion. Especially, their roll is kinda disappointed.",https://maps.google.com/?cid=17162361203220126935&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
稻舍食館 迪化店,103台灣臺北市大同區迪化街一段329號,4.3,"[Joyce Wong] (1分, 2 weeks ago): Reply to owner's reply: Level 2 was almost empty but staff didn't use it. I was next in queue and more than 15pax left the restaurant from Level 2.

Don't come without online reservation. Got queue number at 2.30pm and we are next in queue. At 2.50pm, there were many empty tables but realised shortly 6 tables were setup for the staff lunch and other tables were meant for 3.30pm lunch appointment. When I asked if we have a chance to get a table soon, staff informed that it's already indicated that the tables will only be available soonest at 3.30pm when we get our queue number at 2.30pm, so we just have to wait till 3.30pm. Upon my pushing again, staff said 1 reservation was cancelled so we got seated at 3.15pm. I also observed that the tables of 4pax were all reserved by 2pax each. I cannot reasonate with their reservation system so I won't recommend anyone to walk in.","[Shirleen Tan] (5分, 5 months ago): I would say this is a fanciful Taiwanese food. The restaurant is located in a very pretty alley.

The presentation of the food is really eye pleasing. It makes me happy just by looking at it. The food is amazingly delicious and the atmosphere of the restaurant is fantastic too. Very nostalgic vibe.","[Emilia Liu] (5分, 5 months ago): Very traditional Taiwanese style cuisine. I love the retro decor, full of history and very well preserve. The food was delicious too. Definitely will come back again","[Michael Wu PhD] (5分, 2 months ago): Delicious traditional Taiwan restaurant with a spin. They are famous for their rice.","[Sam W] (5分, 2 months ago): The foods were excellent. We enjoyed every dish we ordered. Though I particularly liked the Sea Bass with Loofah and Mushrooms, Fermented Tofu Fried Chicken and the Braised Pork. I love that they give you a jar of soy sauce and lard for the rice. I have not had that since I was a little kid.

The service was very friendly, they gave us a private room for party of 5 instead of make us wait for a table. They did tell us the time limit is 90 minutes. Maybe a thing in Taiwan as another place had told us the same. Plenty of time because of the quick service and we didn't plan to linger.

A friend back home recommended this place. I felt compelled to buy them a souvenir because of the recommendation.",https://maps.google.com/?cid=9546669402687759384&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
waku waku pasta 赤峰店,103台灣臺北市大同區赤峰街8巷4號,4.1,"[Dan Loy] (3分, 5 months ago): First time here, accept walk-in only and you will need to scan their QR code when you reached.
Food ordered:
Truffle Mushroom Spaghetti - The smell of truffle , taste wise was average ok. I have taste better ones

Service - Good and attentive. No doubt.","[rachel] (4分, a year ago): 🌟8/10🌟 The environment is welcoming and the staff are friendly. We visited at tea time and luckily we got direct to sit immediately. The dishes presented very decent and nice, the taste is good but not as good as it look like. My personal favourite will be the pancake, the taste of the cream is rich and creamy. Every corner and the vibes are amazing decorated for pictures. (ˊᵒ̴̶̷̤ ꇴ ᵒ̴̶̷̤ˋ)","[H] (3分, 10 months ago): Ordered the Sicily coffee and a garlic oyster pasta.

The Sicily coffee was surprising as it was refreshing. I had some sweet lemon juice in the coffee. This went well with my window seat as it was very therapeutic.

Can't say the same for the garlic oyster pasta. It was lacking strong garlic flavours for an aglio olio. For the oysters, there were quite a few so the portions are decent.

However, I kept biting into ""sand"" or the black dirt that exists in shellfish. That ruined my experience.","[serena chin] (4分, 10 months ago): They only take cash and have a QR code queuing system. Recommend to get a number before exploring the area.

Visited on a Sunday night at around 630; 15 groups ahead of me but I got my table by 715.

Will recommend the Neapolitan pasta! Did not get to try their pancakes because it was OOS.

Cute little space","[Joe D] (5分, a year ago): I'm so glad I came back to Waku Waku after failing to get a table on a very busy Saturday with a very long wait. We were able to walk in and be seated immediately for lunch at 2pm. Ordering via QR code was very easy (thx to Google Translate) and our food was brought out very quickly. For our mains we had the fried chicken pasta and the salmon mentaiko pasta. Both dishes were generously portioned with perfectly cooked al dente pasta, and we found ourselves scraping up every bit of sauce off of the plates. Aside from pasta, I REALLY enjoyed the fresh baked bread (crusty yet chewy, with a  fire mentaiko spread) and the chicken wings (roasted instead of fried, fall off the bone, lightly sauced and topped with pine nuts). A couple of delicious refreshing summer drinks completed our meal: an iced Sicilian coffee and an iced daffodil tea. Looking forward to trying their other locations!",https://maps.google.com/?cid=6079498572210272390&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
閣樓哩,103台灣臺北市大同區歸綏街157號,4.6,"[家安] (4分, a year ago): We ordered curry with pork chops, bolognese, Bailey’s latte and a seasoned mixed fruit juice. Food is tasty, but a bit pricey, especially the juice considering the portion. My daughter loves their pudding. The price of the pudding is good for the quality. Not many seat but the atmosphere is good, retro fashion style. Only accept cash.

Anyway, it’s a nice place for a quiet afternoon with friends and family.","[G Reyes] (5分, 2 years ago): I think they’ve perfected the grilled chicken special brunch. Comes with all the sides. Asked for fried egg instead of scrambled and it came perfectly done sunny side up. It was quiet when we came but not complaining- very relaxing atmosphere to enjoy lunch.","[Alice Chiu] (4分, 3 years ago): Very friendly staff. Cozy place. Busy during dinner hours. Reservation is recommended.","[Dan P] (4分, 2 years ago): Had a very good meal. Chicken pine nut pesto pasta. Well prepared and tasty. And creme caramel for dessert.","[Kevin L] (5分, 4 years ago): Very friendly staff that makes me want to come back again.",https://maps.google.com/?cid=17140662961132264442&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
御珍軒,103台灣臺北市大同區重慶北路一段62號2樓,4.5,"[em emmm] (3分, 10 months ago): Updated: 04/2025
The quality dropped again, and went around dinner time, many dimsum dishes are sold out, so you have to book in advance. If they can maintain the quality consistently, it would be even better. 🙏🏻

I first tried this place in 2020, and it was insanely good—like really good. The 腸粉 (Steamed Vermicelli Roll) was next level, with that perfectly soft, slightly chewy rice roll wrapping around crispy bouncy shrimp. The 叉燒 (Red BBQ puff) was another standout—the pastry was beautifully layered and flaky, and the red BBQ pork filling was generous and flavorful. The 蝦餃 (shrimp dumplings) had that perfect juicy, snappy shrimp texture, and even the 牛肉球 (meatballs) were huge and well-seasoned.

That being said, the quality here can be a bit inconsistent. I’ve been back many times, and I have to admit I was disappointed a few times—especially after the pandemic, when the place seemed to go downhill for a while. It even closed temporarily for renovations, so I decided to give it another shot.

Good news—it’s back on track! Not quite at the peak level of my first visit, but way better than during that slump. The 蝦餃 (shrimp dumplings) wrapper was a little too soft and soaky this time, and some of the fried items were a bit greasy.

One thing that has never changed, though, is the service—absolutely top-tier. The staff is incredibly friendly and attentive every single time. I’ve been here more than ten times now, so I really hope they can keep maintain their standards as before.

Reasonable price for great dim sum in town! CP 很高 👏🏻","[Real honest reviews] (1分, 2 months ago): We arrived around 1:30 pm, and the restaurant wasn’t full. However, a middle-aged woman refused to serve us. Extremely unfriendly attitude.","[stephane dao] (2分, 5 months ago): I didn’t upload a photo because there’s really nothing to show. I recently moved to Taiwan and am delighted to explore the culinary culture of this “island of treasures” (its nickname in Chinese). However, this so-called Cantonese restaurant is Cantonese only in name.

I’m Cantonese myself and have lived in Hong Kong, Shanghai, and Paris — I’m a big fan of Cantonese cuisine whenever I can find it. To put it briefly, this restaurant is on the same level as the Cantonese restaurants in Paris: not very authentic and overpriced. For a Chinese restaurant in Taiwan, that’s quite astonishing. True food lovers should book a ticket and go taste genuine Cantonese cuisine in mainland China.","[Karen Lim] (5分, a year ago): 好好吃！
Food was really good, staff are nice and attentive
Ordered
- Steamed Grouper
- Cantonese shrimp fried rice
- Har gow
- shrimp rice roll with chives
- chicken feet
- char siu Pao (wasn’t a fan, a little buttery for me personally- like a croissant)
- jasmine tea
- cola","[Luke Walker] (2分, a week ago): Decent food, but time between ordering and the food arriving was way too long. (>30 minutes). Spent two hours here and received 6 total dishes.",https://maps.google.com/?cid=16191642362306825945&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
牧山丘,103台灣臺北市大同區迪化街一段173號,4.3,"[Clinton Yew] (4分, 2 months ago): Nice cozy place with private room at the back and more space on the second floor. The clams pasta is al dente. The steak is great. But the steak with the pasta was a bit tough. The kitchen is however not primed for large groups. We happen to meet a full capacity crowd and our steak took an hour to arrive.","[Hsiaoping Wu] (5分, 9 months ago): It was a friends’ gathering night, and the place is pleasant to talk  and nice decor for photo taking. We have ordered seafood platter, pasta, pizza, French fries and three different desserts. The food taste’s authentic and nice portion during our visit. it is a great place in a famous historical street.  The restaurant has been really successful for 10 years with high quality ingredients and consistent food quality! No issue to visit soon!","[Teresa Liao] (5分, 2 months ago): We had a most wonderful dining experience here! The food was amazing! I loved every bite and I truly believed it was my favorite meal during our stay in Taipei!","[Benjamin Ehrenberg] (1分, a year ago): It’s food but it has nothing to do with Italian cuisine. It’s bland and tasteless and the pizza is buried in cheap cheese but lacks any taste. The noodles are slightly better, handmade but too thick and undercooked.","[陳建榮] (3分, 2 years ago): My friends and I came in in the Saturday afternoon and looked for a quite place to relax. Unfortunately that day there was a huge group up on the 1st floor talking really really loudly in regardless of other people’s feeling. We really appreciated the staff re-arranged our table to the ground floor, however, I think the oder and smoke leaking from the kitchen was as well annoying😵

Drinks and cakes are ok but I think the environment doesn’t meet my expectation…",https://maps.google.com/?cid=7668057507663829513&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
渣男 中山店,10353台灣臺北市大同區承德路二段14號,4.5,"[Elena Fasolo] (1分, 2 months ago): ​I rarely write reviews this negative, but my experience here was genuinely dangerous. I suffered severe food poisoning that resulted in a high fever, vomiting, and severe gastrointestinal distress with very debilitating symptoms. It was nearly an ER-level emergency and completely ruined my vacation, as it took me one week to recover.
​Beyond this, the ""fine dining"" atmosphere felt pretentious. They enforce a strict ""one drink per person"" rule, even if you only want water or tea. While the ordering method -using a separate sheet to mark items from a priceless menu with pictures -is common in parts of Asia, here it is frustrating, especially for international tourists. The names on the sheet often do not match the picture menu, making the process confusing.
​Ultimately, the food was unremarkable and extremely pricey - aside from the fact that I couldn't eat anything else for a week after dining here. I cannot recommend this place.","[Teedee Hong] (5分, 4 years ago): My first time hopping and I love the vibes here!🥰

Lucky enough that our random walk-in ended up with last table left, so better should call for make a reservation!

I didn’t expect much about foods as we just wanna find places to drink after our dinner. But then those cold dishes serve us with over expectations taste.

So delicious with some fusion in it that make them really different when compare to another Taiwanese beer places.

The sprout dish is what surprised us most. I am not a big fan of sprouts but this is no any foul smelling at all.

Another dish I like is sweet potatoes in porridge. This bowl just need to be double orders!!! 😍

The drinks are all great, especially cocktails!!!","[Konstantin Sevryukov] (4分, a month ago): As their other branches - food is great - superb Taiwan fusion cuisine.
Better to book seats in advance.
Main issue - cards not accepted, so prepare cash.","[TungChen Wu] (4分, 5 years ago): Environment and atmosphere are awesome, no doubt!! Food is great also, happy to have such Taiwanese side dish restaurant to spend drinking session. However, it's too pricey, the cost is too crazy.","[Huang Sophia] (5分, 3 years ago): Nice restaurant with traditional Taiwanese cusine. I am absolutely delighted by the pig-blood-cake. I am very happy with the food. The price is reasonable. The drinks are a bit pricey, but it doesn't bother me that much! The atmosphere is chill. It's great for friendly get togethers!",https://maps.google.com/?cid=18104698489090660577&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
